vehicle_type;year_of_manufacture;engine_volume;fuel_type;number_of_km;vehicle_model;price_total;status;time_stamp
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;169879;Škoda Octavia;269000;for_sale;29.06.2021 7:18
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;156451;Škoda Octavia;269000;for_sale;29.06.2021 7:18
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;143286;Škoda Octavia;279000;for_sale;29.06.2021 7:18
OCTAVIA 1.6 TDI 81kW Style Combi 4x4, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;154988;Škoda Octavia;289000;for_sale;29.06.2021 7:18
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;141090;Škoda Octavia;289000;for_sale;29.06.2021 7:18
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;51627;Škoda Octavia;329000;for_sale;29.06.2021 7:18
I40 1.7 CRDi 104kW Experience, kombi, 1 685 ccm;2017;1 685 ccm;NAFTA;105022;Hyundai i40;329000;for_sale;29.06.2021 7:18
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;44703;Škoda Octavia;349000;for_sale;29.06.2021 7:18
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;44645;Škoda Octavia;349000;for_sale;29.06.2021 7:18
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;154944;Škoda Octavia;349000;for_sale;29.06.2021 7:18
OCTAVIA 1.4 TSI 110kW Ambition Fresh, liftback, 1 395 ccm;2018;1 395 ccm;BENZÍN;64272;Škoda Octavia;359000;for_sale;29.06.2021 7:18
OCTAVIA 1.8 TSI 132kW DSG L&K, liftback, 1 798 ccm;2016;1 798 ccm;BENZÍN;127701;Škoda Octavia;359000;for_sale;29.06.2021 7:18
OCTAVIA 2.0 TDI 110kW Ambition, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;62960;Škoda Octavia;369000;for_sale;29.06.2021 7:18
OCTAVIA 1.6 TDI 85kW Ambition Fresh Combi, kombi, 1 598 ccm;2018;1 598 ccm;NAFTA;52416;Škoda Octavia;369000;for_sale;29.06.2021 7:18
OCTAVIA 1.6 TDI 81kW Style Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;58404;Škoda Octavia;369000;for_sale;29.06.2021 7:18
OCTAVIA 2.0 TDI 110kW DSG Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;117669;Škoda Octavia;389000;for_sale;29.06.2021 7:18
OCTAVIA 2.0 TDI 110kW DSG Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;97027;Škoda Octavia;389000;for_sale;29.06.2021 7:18
OCTAVIA 1.4 TSI 110kW Style Combi, kombi, 1 395 ccm;2018;1 395 ccm;BENZÍN;116684;Škoda Octavia;409000;for_sale;29.06.2021 7:18
OCTAVIA 1.4 TSI 110kW Style Combi, kombi, 1 395 ccm;2018;1 395 ccm;BENZÍN;60698;Škoda Octavia;419000;for_sale;29.06.2021 7:18
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2018;1 395 ccm;BENZÍN;76412;Škoda Octavia;419000;for_sale;29.06.2021 7:18
SUPERB 2.0 TDI 140kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;156874;Škoda Superb;429000;for_sale;29.06.2021 7:18
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2018;1 395 ccm;BENZÍN;56196;Škoda Octavia;439000;for_sale;29.06.2021 7:18
OCTAVIA 2.0 TDI 110kW DSG L&K Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;92354;Škoda Octavia;449000;for_sale;29.06.2021 7:18
SUPERB 2.0 TDI 110kW Ambition, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;61091;Škoda Superb;449000;for_sale;29.06.2021 7:18
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;57619;Škoda Octavia;449000;for_sale;29.06.2021 7:18
OCTAVIA 2.0 TDI 110kW DSG L&K Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;69845;Škoda Octavia;469000;for_sale;29.06.2021 7:18
OCTAVIA 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;48517;Škoda Octavia;469000;for_sale;29.06.2021 7:18
KAROQ 1.6 TDI 85 kW Ambition, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;61976;Škoda Karoq;469000;for_sale;29.06.2021 7:18
SUPERB 2.0 TDI 110kW Ambition, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;73742;Škoda Superb;479000;for_sale;29.06.2021 7:18
SUPERB 2.0 TDI 110kW Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;96423;Škoda Superb;479000;for_sale;29.06.2021 7:18
OCTAVIA 1.8 TSI 132kW Ambition Combi, kombi, 1 798 ccm;2018;1 798 ccm;BENZÍN;22130;Škoda Octavia;489000;for_sale;29.06.2021 7:18
SUPERB 2.0 TDI 140kW Style AP, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;141279;Škoda Superb;489000;for_sale;29.06.2021 7:18
SUPERB 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;65286;Škoda Superb;489000;for_sale;29.06.2021 7:18
SUPERB 1.4 TSI 110kW Ambition Combi, kombi, 1 395 ccm;2018;1 395 ccm;BENZÍN;82217;Škoda Superb;499000;for_sale;29.06.2021 7:18
KAROQ 1.6 TDI 85 kW Ambition, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;23389;Škoda Karoq;509000;for_sale;29.06.2021 7:18
SUPERB 1.4 TSI 110kW Ambition ACT, liftback, 1 395 ccm;2018;1 395 ccm;BENZÍN;26021;Škoda Superb;529000;for_sale;29.06.2021 7:18
OCTAVIA 2.0 TDI 135 kW 4x4 DSG L&K Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;108423;Škoda Octavia;529000;for_sale;29.06.2021 7:18
KAROQ 1.6 TDI 85 kW Style DSG, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;67749;Škoda Karoq;539000;for_sale;29.06.2021 7:18
Superb 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;37530;Škoda Superb;539000;for_sale;29.06.2021 7:18
SUPERB 2.0 TDI 140kW Style Combi DSG, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;67246;Škoda Superb;539000;for_sale;29.06.2021 7:18
KAROQ 1.6 TDI 85 kW Style DSG, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;61534;Škoda Karoq;539000;for_sale;29.06.2021 7:18
SUPERB 2.0 TDI 140kW 4x4 Ambition DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;78490;Škoda Superb;549000;for_sale;29.06.2021 7:18
KAROQ 1.5 TSI 110 kW ACT Style DSG, SUV, 1 498 ccm;2018;1 498 ccm;BENZÍN;52203;Škoda Karoq;569000;for_sale;29.06.2021 7:18
SUPERB 2.0 TDI 140kW Style DSG, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;80180;Škoda Superb;569000;for_sale;29.06.2021 7:18
SUPERB 2.0 TDI 140kW 4x4 L&K Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;131080;Škoda Superb;569000;for_sale;29.06.2021 7:18
KAROQ 1.5 TSI 110 kW ACT Style DSG, SUV, 1 498 ccm;2018;1 498 ccm;BENZÍN;32312;Škoda Karoq;589000;for_sale;29.06.2021 7:18
SUPERB 2.0 TDI 110kW Style Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;36105;Škoda Superb;599000;for_sale;29.06.2021 7:18
SUPERB 1.8 TSI 132kW Style Combi DSG, kombi, 1 798 ccm;2017;1 798 ccm;BENZÍN;75243;Škoda Superb;599000;for_sale;29.06.2021 7:18
SUPERB 2.0 TDI 140kW L&K Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;77584;Škoda Superb;599000;for_sale;29.06.2021 7:18
KAROQ 2.0 TDI 110 kW Style 4x4 DSG, SUV, 1 968 ccm;2018;1 968 ccm;NAFTA;77927;Škoda Karoq;609000;for_sale;29.06.2021 7:18
SUPERB 2.0 TDI 140kW 4x4 Ambition Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;66645;Škoda Superb;619000;for_sale;29.06.2021 7:18
SUPERB 2.0 TSI 206kW L&K 4x4 AP, liftback, 1 984 ccm;2016;1 984 ccm;BENZÍN;97307;Škoda Superb;619000;for_sale;29.06.2021 7:18
SUPERB 2.0 TSI 206kW Style 4x4 DSG, liftback, 1 984 ccm;2018;1 984 ccm;BENZÍN;111053;Škoda Superb;649000;for_sale;29.06.2021 7:18
KODIAQ 2.0 TDI 110 kW Ambition 4x4, SUV, 1 968 ccm;2018;1 968 ccm;NAFTA;73352;Škoda Kodiaq;679000;for_sale;29.06.2021 7:18
KODIAQ 2.0 TDI 140 kW Style 4x4 DSG, SUV, 1 968 ccm;2017;1 968 ccm;NAFTA;55122;Škoda Kodiaq;719000;for_sale;29.06.2021 7:18
SUPERB 2.0 TSI 206kW L&K 4x4 DSG, liftback, 1 984 ccm;2018;1 984 ccm;BENZÍN;67686;Škoda Superb;749000;for_sale;29.06.2021 7:18
ROOMSTER 1.2 TSI 63kW Active, MPV, 1 197 ccm;2013;1 197 ccm;BENZÍN;125430;Škoda Roomster;129000;for_sale;04.07.2021 9:20
FABIA 1.4 TDI 66kW Ambition Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;160180;Škoda Fabia;165000;for_sale;04.07.2021 9:20
FABIA 1.4 TDI 77kW Style Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;125689;Škoda Fabia;209000;for_sale;04.07.2021 9:20
FABIA 1.4 TDI 77kW Style Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;108441;Škoda Fabia;219000;for_sale;04.07.2021 9:20
OCTAVIA 1.6 TDI 66kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;141954;Škoda Octavia;229000;for_sale;04.07.2021 9:20
FABIA 1.4 TDI 77kW Style Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;83546;Škoda Fabia;229000;for_sale;04.07.2021 9:20
FABIA 1.4 TDI 77kW Style Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;74722;Škoda Fabia;229000;for_sale;04.07.2021 9:20
FABIA 1.0 TSI 70kW Ambition Combi, kombi, 999 ccm;2018;999 ccm;BENZÍN;59679;Škoda Fabia;239000;for_sale;04.07.2021 9:20
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;201013;Škoda Octavia;239000;for_sale;04.07.2021 9:20
I40 1.7 CRDi 104kW Experience, kombi, 1 685 ccm;2017;1 685 ccm;NAFTA;185816;Hyundai i40;259000;for_sale;04.07.2021 9:20
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;169879;Škoda Octavia;269000;for_sale;04.07.2021 9:20
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;156451;Škoda Octavia;269000;for_sale;04.07.2021 9:20
OCTAVIA 1.6 TDI 81kW Style Combi 4x4, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;154988;Škoda Octavia;279000;for_sale;04.07.2021 9:20
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;141090;Škoda Octavia;279000;for_sale;04.07.2021 9:20
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;51627;Škoda Octavia;329000;for_sale;04.07.2021 9:20
I40 1.7 CRDi 104kW Experience, kombi, 1 685 ccm;2017;1 685 ccm;NAFTA;105022;Hyundai i40;329000;for_sale;04.07.2021 9:20
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;44703;Škoda Octavia;349000;for_sale;04.07.2021 9:20
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;44645;Škoda Octavia;349000;for_sale;04.07.2021 9:20
OCTAVIA 1.8 TSI 132kW DSG L&K, liftback, 1 798 ccm;2016;1 798 ccm;BENZÍN;127701;Škoda Octavia;349000;for_sale;04.07.2021 9:20
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;154944;Škoda Octavia;349000;for_sale;04.07.2021 9:20
OCTAVIA 1.4 TSI 110kW Ambition Fresh, liftback, 1 395 ccm;2018;1 395 ccm;BENZÍN;64272;Škoda Octavia;359000;for_sale;04.07.2021 9:20
OCTAVIA 2.0 TDI 110kW Ambition, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;62960;Škoda Octavia;369000;for_sale;04.07.2021 9:20
OCTAVIA 1.6 TDI 81kW Style Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;58404;Škoda Octavia;369000;for_sale;04.07.2021 9:20
OCTAVIA 1.6 TDI 85kW Ambition Fresh Combi, kombi, 1 598 ccm;2018;1 598 ccm;NAFTA;52416;Škoda Octavia;379000;for_sale;04.07.2021 9:20
OCTAVIA 2.0 TDI 110kW DSG Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;117669;Škoda Octavia;389000;for_sale;04.07.2021 9:20
OCTAVIA 1.4 TSI 110kW Style Combi, kombi, 1 395 ccm;2018;1 395 ccm;BENZÍN;116684;Škoda Octavia;389000;for_sale;04.07.2021 9:20
OCTAVIA 2.0 TDI 110kW DSG Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;97027;Škoda Octavia;389000;for_sale;04.07.2021 9:20
OCTAVIA 1.4 TSI 110kW Style Combi, kombi, 1 395 ccm;2018;1 395 ccm;BENZÍN;60698;Škoda Octavia;419000;for_sale;04.07.2021 9:20
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2018;1 395 ccm;BENZÍN;76412;Škoda Octavia;419000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 140kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;156874;Škoda Superb;419000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 110kW Ambition, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;123905;Škoda Superb;429000;for_sale;04.07.2021 9:20
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2018;1 395 ccm;BENZÍN;56196;Škoda Octavia;439000;for_sale;04.07.2021 9:20
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;57619;Škoda Octavia;439000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 110kW Ambition, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;105543;Škoda Superb;439000;for_sale;04.07.2021 9:20
OCTAVIA 2.0 TDI 110kW DSG L&K Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;92354;Škoda Octavia;449000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 110kW Ambition, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;61091;Škoda Superb;449000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 140kW Style AP, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;141279;Škoda Superb;469000;for_sale;04.07.2021 9:20
OCTAVIA 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;48517;Škoda Octavia;469000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 110kW Ambition, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;73742;Škoda Superb;479000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 110kW Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;96423;Škoda Superb;479000;for_sale;04.07.2021 9:20
OCTAVIA 1.8 TSI 132kW Ambition Combi, kombi, 1 798 ccm;2018;1 798 ccm;BENZÍN;22130;Škoda Octavia;489000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;65286;Škoda Superb;489000;for_sale;04.07.2021 9:20
KAROQ 1.6 TDI 85 kW Ambition, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;23389;Škoda Karoq;499000;for_sale;04.07.2021 9:20
SUPERB 1.4 TSI 110kW Ambition Combi, kombi, 1 395 ccm;2018;1 395 ccm;BENZÍN;82217;Škoda Superb;499000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;81962;Škoda Superb;509000;for_sale;04.07.2021 9:20
SUPERB 1.4 TSI 110kW Ambition ACT, liftback, 1 395 ccm;2018;1 395 ccm;BENZÍN;26021;Škoda Superb;529000;for_sale;04.07.2021 9:20
OCTAVIA 2.0 TDI 135 kW 4x4 DSG L&K Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;108423;Škoda Octavia;529000;for_sale;04.07.2021 9:20
KAROQ 1.6 TDI 85 kW Style DSG, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;67749;Škoda Karoq;539000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 140kW Style Combi DSG, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;67246;Škoda Superb;539000;for_sale;04.07.2021 9:20
KAROQ 1.6 TDI 85 kW Style DSG, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;61534;Škoda Karoq;539000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 140kW 4x4 Ambition DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;78490;Škoda Superb;549000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 140kW Style DSG, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;80180;Škoda Superb;559000;for_sale;04.07.2021 9:20
KAROQ 1.5 TSI 110 kW ACT Style DSG, SUV, 1 498 ccm;2018;1 498 ccm;BENZÍN;52203;Škoda Karoq;569000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 140kW 4x4 L&K Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;131080;Škoda Superb;569000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 110kW Style Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;36105;Škoda Superb;589000;for_sale;04.07.2021 9:20
SUPERB 1.8 TSI 132kW Style Combi DSG, kombi, 1 798 ccm;2017;1 798 ccm;BENZÍN;75243;Škoda Superb;599000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 140kW L&K Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;77584;Škoda Superb;599000;for_sale;04.07.2021 9:20
SUPERB 2.0 TDI 140kW 4x4 Ambition Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;66645;Škoda Superb;619000;for_sale;04.07.2021 9:20
SUPERB 2.0 TSI 206kW L&K 4x4 AP, liftback, 1 984 ccm;2016;1 984 ccm;BENZÍN;97307;Škoda Superb;619000;for_sale;04.07.2021 9:20
SUPERB 2.0 TSI 206kW Style 4x4 DSG, liftback, 1 984 ccm;2018;1 984 ccm;BENZÍN;111053;Škoda Superb;649000;for_sale;04.07.2021 9:20
KODIAQ 2.0 TDI 110 kW Ambition 4x4, SUV, 1 968 ccm;2018;1 968 ccm;NAFTA;73352;Škoda Kodiaq;679000;for_sale;04.07.2021 9:20
SUPERB 2.0 TSI 206kW L&K 4x4 DSG, liftback, 1 984 ccm;2018;1 984 ccm;BENZÍN;67686;Škoda Superb;729000;for_sale;04.07.2021 9:20
FABIA 1.4 TDI 66kW Ambition Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;165525;Škoda Fabia;159000;for_sale;14.08.2021 9:22
FABIA 1.4 TDI 66kW Ambition Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;165181;Škoda Fabia;159000;for_sale;14.08.2021 9:22
FABIA 1.4 TDI 66kW Ambition Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;109411;Škoda Fabia;219000;for_sale;14.08.2021 9:22
FABIA 1.0 TSI 70kW Ambition Combi, kombi, 999 ccm;2018;999 ccm;BENZÍN;90880;Škoda Fabia;219000;for_sale;14.08.2021 9:22
RAPID 1.4 TDI 66kW Style, hatchback, 1 422 ccm;2017;1 422 ccm;NAFTA;111726;Škoda Rapid;229000;for_sale;14.08.2021 9:22
FABIA 1.4 TDI 77kW Style Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;67069;Škoda Fabia;229000;for_sale;14.08.2021 9:22
Rapid 1.4 TDI STYLE, liftback, 1 422 ccm;2016;1 422 ccm;NAFTA;83444;Škoda Rapid;239000;for_sale;14.08.2021 9:22
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;141090;Škoda Octavia;279000;for_sale;14.08.2021 9:22
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;62300;Škoda Octavia;319000;for_sale;14.08.2021 9:22
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;70552;Škoda Octavia;325000;for_sale;14.08.2021 9:22
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;154944;Škoda Octavia;349000;for_sale;14.08.2021 9:22
OCTAVIA 1.6 TDI 85kW Ambition Fresh Combi, kombi, 1 598 ccm;2018;1 598 ccm;NAFTA;105663;Škoda Octavia;359000;for_sale;14.08.2021 9:22
OCTAVIA 1.6 TDI 85kW Ambition Fresh Combi, kombi, 1 598 ccm;2018;1 598 ccm;NAFTA;52416;Škoda Octavia;379000;for_sale;14.08.2021 9:22
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;152632;Škoda Octavia;389000;for_sale;14.08.2021 9:22
OCTAVIA 1.6 TDI 85kW DSG Style Combi, kombi, 1 598 ccm;2018;1 598 ccm;NAFTA;149393;Škoda Octavia;389000;for_sale;14.08.2021 9:22
OCTAVIA 2.0 TDI 110kW DSG Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;117669;Škoda Octavia;389000;for_sale;14.08.2021 9:22
OCTAVIA 1.4 TSI 110kW Style Combi, kombi, 1 395 ccm;2018;1 395 ccm;BENZÍN;116684;Škoda Octavia;389000;for_sale;14.08.2021 9:22
OCTAVIA 2.0 TDI 110kW DSG Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;97027;Škoda Octavia;389000;for_sale;14.08.2021 9:22
SUPERB 2.0 TDI 110kW Ambition, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;105543;Škoda Superb;439000;for_sale;14.08.2021 9:22
SUPERB 2.0 TDI 140kW 4x4 Style Combi AP, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;155196;Škoda Superb;459000;for_sale;14.08.2021 9:22
OCTAVIA 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;48517;Škoda Octavia;469000;for_sale;14.08.2021 9:22
SUPERB 2.0 TDI 110kW Ambition, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;86780;Škoda Superb;469000;for_sale;14.08.2021 9:22
SUPERB 2.0 TDI 110kW Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;96423;Škoda Superb;479000;for_sale;14.08.2021 9:22
OCTAVIA 1.8 TSI 132kW Ambition Combi, kombi, 1 798 ccm;2018;1 798 ccm;BENZÍN;22130;Škoda Octavia;489000;for_sale;14.08.2021 9:22
OCTAVIA 2.0 TDI 110 L&K 4x4, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;51437;Škoda Octavia;489000;for_sale;14.08.2021 9:22
SUPERB 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;65286;Škoda Superb;489000;for_sale;14.08.2021 9:22
SUPERB 1.4 TSI 110kW Ambition Combi, kombi, 1 395 ccm;2018;1 395 ccm;BENZÍN;82217;Škoda Superb;499000;for_sale;14.08.2021 9:22
SUPERB 2.0 TDI 140kW Style Combi AP, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;108100;Škoda Superb;509000;for_sale;14.08.2021 9:22
SUPERB 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;81962;Škoda Superb;509000;for_sale;14.08.2021 9:22
SUPERB 1.4 TSI 110kW Ambition ACT, liftback, 1 395 ccm;2018;1 395 ccm;BENZÍN;26021;Škoda Superb;529000;for_sale;14.08.2021 9:22
SUPERB 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;62028;Škoda Superb;529000;for_sale;14.08.2021 9:22
KAROQ 1.6 TDI 85 kW Style DSG, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;67749;Škoda Karoq;539000;for_sale;14.08.2021 9:22
SUPERB 2.0 TSI 162kW L&K Combi AP, kombi, 1 984 ccm;2016;1 984 ccm;BENZÍN;141847;Škoda Superb;559000;for_sale;14.08.2021 9:22
KAROQ 1.5 TSI 110 kW ACT Style DSG, SUV, 1 498 ccm;2018;1 498 ccm;BENZÍN;45403;Škoda Karoq;579000;for_sale;14.08.2021 9:22
SUPERB 2.0 TDI 110kW Style Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;36105;Škoda Superb;589000;for_sale;14.08.2021 9:22
SUPERB 1.8 TSI 132kW Style Combi DSG, kombi, 1 798 ccm;2017;1 798 ccm;BENZÍN;75243;Škoda Superb;599000;for_sale;14.08.2021 9:22
SUPERB 2.0 TSI 206kW L&K 4x4 AP, liftback, 1 984 ccm;2016;1 984 ccm;BENZÍN;97307;Škoda Superb;619000;for_sale;14.08.2021 9:22
SUPERB 2.0 TDI 140kW L&K 4x4 DSG, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;80863;Škoda Superb;629000;for_sale;14.08.2021 9:22
SUPERB 2.0 TSI 206kW Style 4x4 DSG, liftback, 1 984 ccm;2018;1 984 ccm;BENZÍN;111053;Škoda Superb;649000;for_sale;14.08.2021 9:22
SUPERB 2.0 TDI 140kW 4x4 Style Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;95775;Škoda Superb;679000;for_sale;14.08.2021 9:22
KODIAQ 2.0 TDI 110 kW Ambition 4x4, SUV, 1 968 ccm;2018;1 968 ccm;NAFTA;54792;Škoda Kodiaq;689000;for_sale;14.08.2021 9:22
SUPERB 2.0 TSI 206kW L&K 4x4 DSG, liftback, 1 984 ccm;2018;1 984 ccm;BENZÍN;67686;Škoda Superb;729000;for_sale;14.08.2021 9:22
KODIAQ 2.0 TDI 140 kW Style 4x4 DSG, SUV, 1 968 ccm;2018;1 968 ccm;NAFTA;96671;Škoda Kodiaq;749000;for_sale;14.08.2021 9:22
