vehicle_type;year_of_manufacture;engine_volume;fuel_type;number_of_km;vehicle_model;price_total;status;time_stamp
OCTAVIA 1.6 TDI 81kW Style, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;131908;Škoda Octavia;249000;for_sale;21.03.2021 20:02
OCTAVIA 1.6 TDI 85kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;97274;Škoda Octavia;259000;for_sale;21.03.2021 20:02
OCTAVIA 1.6 TDI 85kWActive, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;55992;Škoda Octavia;279000;for_sale;21.03.2021 20:02
OCTAVIA 1.6 TDI 81kW Style Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;97525;Škoda Octavia;279000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2015;1 968 ccm;NAFTA;99164;Škoda Octavia;289000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;143286;Škoda Octavia;289000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;126836;Škoda Octavia;299000;for_sale;21.03.2021 20:02
OCTAVIA 1.4 TSI 110kW Style Combi, kombi, 1 395 ccm;2016;1 395 ccm;BENZÍN;117029;Škoda Octavia;299000;for_sale;21.03.2021 20:02
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;94395;Škoda Octavia;329000;for_sale;21.03.2021 20:02
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;86050;Škoda Octavia;329000;for_sale;21.03.2021 20:02
OCTAVIA 1.6 TDI 85kW Ambition, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;83213;Škoda Octavia;329000;for_sale;21.03.2021 20:02
OCTAVIA 1.8 TSI 4x4 DSG Scout Combi, kombi, 1 798 ccm;2016;1 798 ccm;BENZÍN;126252;Škoda Octavia;329000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI 110kW DSG Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;164129;Škoda Octavia;339000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Scout Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;212054;Škoda Octavia;339000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI 110kW DSG L&K Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;125524;Škoda Octavia;349000;for_sale;21.03.2021 20:02
OCTAVIA 1.0 TSI 85kW Style Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;64903;Škoda Octavia;349000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI 110 kW 4x4 Scout Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;92494;Škoda Octavia;369000;for_sale;21.03.2021 20:02
Octavia 1.6TDI Ambition, liftback, 1 598 ccm;2019;1 598 ccm;NAFTA;64704;Škoda Octavia;389000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;75467;Škoda Octavia;399000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI CR 4x4 DSG RS, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;169389;Škoda Octavia;439000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI 135 kW DSG Style 4x4, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;73528;Škoda Octavia;449000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;61119;Škoda Octavia;469000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;48422;Škoda Octavia;489000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TSI RS 245 Combi, kombi, 1 984 ccm;2017;1 984 ccm;BENZÍN;78875;Škoda Octavia;539000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI 4x4 DSG RS Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;29510;Škoda Octavia;549000;for_sale;21.03.2021 20:02
OCTAVIA 2.0 TDI 4x4 DSG RS Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;46432;Škoda Octavia;575000;for_sale;21.03.2021 20:02
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;200276;Škoda Octavia;199000;for_sale;27.03.2021 22:47
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;182376;Škoda Octavia;209000;for_sale;27.03.2021 22:47
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;161284;Škoda Octavia;219000;for_sale;27.03.2021 22:47
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;162801;Škoda Octavia;229000;for_sale;27.03.2021 22:47
OCTAVIA 1.6 TDI 81kWStyle, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;156210;Škoda Octavia;229000;for_sale;27.03.2021 22:47
OCTAVIA 1.6 TDI 81kWStyle, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;114761;Škoda Octavia;229000;for_sale;27.03.2021 22:47
OCTAVIA 1.6 TDI 81kW Style, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;131908;Škoda Octavia;249000;for_sale;27.03.2021 22:47
OCTAVIA 1.6 TDI 85kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;97274;Škoda Octavia;259000;for_sale;27.03.2021 22:47
OCTAVIA 1.6 TDI 85kWActive, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;55992;Škoda Octavia;279000;for_sale;27.03.2021 22:47
OCTAVIA 1.6 TDI 81kW Style Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;97525;Škoda Octavia;279000;for_sale;27.03.2021 22:47
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;143286;Škoda Octavia;289000;for_sale;27.03.2021 22:47
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;116158;Škoda Octavia;299000;for_sale;27.03.2021 22:47
OCTAVIA 1.4 TSI 110kW Style Combi, kombi, 1 395 ccm;2016;1 395 ccm;BENZÍN;117029;Škoda Octavia;299000;for_sale;27.03.2021 22:47
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;86050;Škoda Octavia;329000;for_sale;27.03.2021 22:47
OCTAVIA 1.6 TDI 85kW Ambition, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;83213;Škoda Octavia;329000;for_sale;27.03.2021 22:47
OCTAVIA 1.8 TSI 4x4 DSG Scout Combi, kombi, 1 798 ccm;2016;1 798 ccm;BENZÍN;126252;Škoda Octavia;329000;for_sale;27.03.2021 22:47
OCTAVIA 2.0 TDI 110kW DSG Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;164129;Škoda Octavia;339000;for_sale;27.03.2021 22:47
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Scout Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;212054;Škoda Octavia;339000;for_sale;27.03.2021 22:47
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2018;1 395 ccm;BENZÍN;128614;Škoda Octavia;349000;for_sale;27.03.2021 22:47
OCTAVIA 2.0 TDI 110 kW 4x4 Scout Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;92494;Škoda Octavia;369000;for_sale;27.03.2021 22:47
OCTAVIA 2.0 TDI CR 4x4 DSG RS, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;169389;Škoda Octavia;399000;for_sale;27.03.2021 22:47
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;75467;Škoda Octavia;399000;for_sale;27.03.2021 22:47
OCTAVIA 2.0 TDI 135 kW DSG Style 4x4, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;73528;Škoda Octavia;449000;for_sale;27.03.2021 22:47
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;61119;Škoda Octavia;469000;for_sale;27.03.2021 22:47
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;48422;Škoda Octavia;489000;for_sale;27.03.2021 22:47
OCTAVIA 2.0 TSI RS 245 Combi, kombi, 1 984 ccm;2017;1 984 ccm;BENZÍN;78875;Škoda Octavia;539000;for_sale;27.03.2021 22:47
OCTAVIA 2.0 TDI 4x4 DSG RS Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;29510;Škoda Octavia;549000;for_sale;27.03.2021 22:47
OCTAVIA 2.0 TDI 4x4 DSG RS Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;46432;Škoda Octavia;575000;for_sale;27.03.2021 22:47
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;200276;Škoda Octavia;199000;for_sale;05.04.2021 11:53
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;182376;Škoda Octavia;209000;for_sale;05.04.2021 11:53
OCTAVIA 1.6 TDI 85kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;132346;Škoda Octavia;209000;for_sale;05.04.2021 11:53
OCTAVIA 1.6 TDI 81kWStyle, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;156210;Škoda Octavia;229000;for_sale;05.04.2021 11:53
OCTAVIA 1.6 TDI 81kWStyle, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;114761;Škoda Octavia;229000;for_sale;05.04.2021 11:53
OCTAVIA 1.6 TDI 81kW Style, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;131908;Škoda Octavia;249000;for_sale;05.04.2021 11:53
OCTAVIA 1.4 CNG Ambition G-TEC, liftback, 1 395 ccm;2017;1 395 ccm;ZEMNÍ PLYN;199069;Škoda Octavia;249000;for_sale;05.04.2021 11:53
OCTAVIA 1.6 TDI 85kWStyle, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;231370;Škoda Octavia;249000;for_sale;05.04.2021 11:53
OCTAVIA 1.6 TDI 85kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;97274;Škoda Octavia;259000;for_sale;05.04.2021 11:53
OCTAVIA 1.6 TDI 85kWActive, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;55992;Škoda Octavia;279000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;143286;Škoda Octavia;289000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;116158;Škoda Octavia;299000;for_sale;05.04.2021 11:53
OCTAVIA 1.4 TSI 110kW Style Combi, kombi, 1 395 ccm;2016;1 395 ccm;BENZÍN;117029;Škoda Octavia;299000;for_sale;05.04.2021 11:53
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;86050;Škoda Octavia;329000;for_sale;05.04.2021 11:53
OCTAVIA 1.6 TDI 85kW Ambition, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;83213;Škoda Octavia;329000;for_sale;05.04.2021 11:53
OCTAVIA 1.8 TSI 4x4 DSG Scout Combi, kombi, 1 798 ccm;2016;1 798 ccm;BENZÍN;126252;Škoda Octavia;329000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Scout Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;212054;Škoda Octavia;339000;for_sale;05.04.2021 11:53
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2018;1 395 ccm;BENZÍN;128614;Škoda Octavia;349000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;99345;Škoda Octavia;369000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI 110 kW 4x4 Scout Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;92494;Škoda Octavia;369000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI CR 4x4 DSG RS, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;169389;Škoda Octavia;399000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;75467;Škoda Octavia;399000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;63188;Škoda Octavia;429000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;57619;Škoda Octavia;449000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI 135 kW DSG Style 4x4, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;73528;Škoda Octavia;449000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;60016;Škoda Octavia;469000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;61119;Škoda Octavia;469000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;64255;Škoda Octavia;479000;for_sale;05.04.2021 11:53
OCTAVIA 2.0 TDI 4x4 DSG RS Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;29510;Škoda Octavia;549000;for_sale;05.04.2021 11:53
OCTAVIA RS 2.0 TDI 4x4 DSG Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;46432;Škoda Octavia;575000;for_sale;05.04.2021 11:53
ROOMSTER 1.2 TSI 63kW Active, MPV, 1 197 ccm;2013;1 197 ccm;BENZÍN;125430;Škoda Roomster;129000;for_sale;11.04.2021 18:04
I20 1.2i 55kW Family, hatchback, 1 248 ccm;2017;1 248 ccm;BENZÍN;155436;Hyundai i20;135000;for_sale;11.04.2021 18:04
FABIA 1.4 TDI 66kW Ambition Combi, kombi, 1 422 ccm;2016;1 422 ccm;NAFTA;147273;Škoda Fabia;149000;for_sale;11.04.2021 18:04
I30 1.6i CVVT Weekend kombi, kombi, 1 591 ccm;2017;1 591 ccm;BENZÍN;219844;Hyundai i30;149000;for_sale;11.04.2021 18:04
RAPID 1.4 TDI 66kW Ambition, liftback, 1 422 ccm;2015;1 422 ccm;NAFTA;190532;Škoda Rapid;149000;for_sale;11.04.2021 18:04
RAPID 1.4 TDI 66kW Ambition Spaceback, hatchback, 1 422 ccm;2016;1 422 ccm;NAFTA;187842;Škoda Rapid;149000;for_sale;11.04.2021 18:04
FABIA 1.2 TSI 66kW Ambition Combi, kombi, 1 197 ccm;2016;1 197 ccm;BENZÍN;135188;Škoda Fabia;159000;for_sale;11.04.2021 18:04
FABIA 1.4 TDI 66kW Ambition Combi, kombi, 1 422 ccm;2016;1 422 ccm;NAFTA;121132;Škoda Fabia;159000;for_sale;11.04.2021 18:04
I20 1.2i 55kW Family, hatchback, 1 248 ccm;2017;1 248 ccm;BENZÍN;76241;Hyundai i20;169000;for_sale;11.04.2021 18:04
FABIA 1.2 TSI 66kW Ambition, hatchback, 1 197 ccm;2016;1 197 ccm;BENZÍN;71512;Škoda Fabia;185000;for_sale;11.04.2021 18:04
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;200276;Škoda Octavia;199000;for_sale;11.04.2021 18:04
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;182376;Škoda Octavia;209000;for_sale;11.04.2021 18:04
RAPID 1.6 TDI 85kW Style, liftback, 1 596 ccm;2017;1 596 ccm;NAFTA;153986;Škoda Rapid;219000;for_sale;11.04.2021 18:04
OCTAVIA 1.6 TDI 81kWStyle, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;156210;Škoda Octavia;229000;for_sale;11.04.2021 18:04
I30 1.6 CRDi 81kW Symbol, hatchback, 1 582 ccm;2016;1 582 ccm;NAFTA;97671;Hyundai i30;229000;for_sale;11.04.2021 18:04
OCTAVIA 1.6 TDI 81kWStyle, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;114761;Škoda Octavia;229000;for_sale;11.04.2021 18:04
RAPID 1.4 TDI 66kW Ambition, liftback, 1 422 ccm;2017;1 422 ccm;NAFTA;19296;Škoda Rapid;239000;for_sale;11.04.2021 18:04
OCTAVIA 1.6 TDI 81kW Style, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;131908;Škoda Octavia;249000;for_sale;11.04.2021 18:04
OCTAVIA 1.4 CNG Ambition G-TEC, liftback, 1 395 ccm;2017;1 395 ccm;ZEMNÍ PLYN;199069;Škoda Octavia;249000;for_sale;11.04.2021 18:04
OCTAVIA 1.6 TDI 85kWStyle, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;231370;Škoda Octavia;249000;for_sale;11.04.2021 18:04
OCTAVIA 1.6 TDI 85kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;97274;Škoda Octavia;259000;for_sale;11.04.2021 18:04
I30 T-GDI 120 Best of Czech Style kombi, kombi, 998 ccm;2018;998 ccm;BENZÍN;67484;Hyundai i30;259000;for_sale;11.04.2021 18:04
I30 CRDi 110 Style kombi, kombi, 1 582 ccm;2018;1 582 ccm;NAFTA;86312;Hyundai i30;259000;for_sale;11.04.2021 18:04
I30 T-GDI 120 Best of Czech Style kombi, kombi, 998 ccm;2017;998 ccm;BENZÍN;83168;Hyundai i30;269000;for_sale;11.04.2021 18:04
I30 T-GDI 120 Best of Czech Style kombi, kombi, 998 ccm;2018;998 ccm;BENZÍN;73658;Hyundai i30;279000;for_sale;11.04.2021 18:04
OCTAVIA 1.6 TDI 85kWActive, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;55992;Škoda Octavia;279000;for_sale;11.04.2021 18:04
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;143286;Škoda Octavia;289000;for_sale;11.04.2021 18:04
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;116158;Škoda Octavia;299000;for_sale;11.04.2021 18:04
OCTAVIA 1.4 TSI 110kW Style Combi, kombi, 1 395 ccm;2016;1 395 ccm;BENZÍN;117029;Škoda Octavia;299000;for_sale;11.04.2021 18:04
I40 1.7 CRDi 104kW Experience, kombi, 1 685 ccm;2017;1 685 ccm;NAFTA;88288;Hyundai i40;319000;for_sale;11.04.2021 18:04
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;86050;Škoda Octavia;329000;for_sale;11.04.2021 18:04
OCTAVIA 1.6 TDI 85kW Ambition, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;83213;Škoda Octavia;329000;for_sale;11.04.2021 18:04
OCTAVIA 1.8 TSI 4x4 DSG Scout Combi, kombi, 1 798 ccm;2016;1 798 ccm;BENZÍN;126252;Škoda Octavia;329000;for_sale;11.04.2021 18:04
OCTAVIA 1.0 TSI 85kW Style Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;64903;Škoda Octavia;339000;for_sale;11.04.2021 18:04
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Scout Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;212054;Škoda Octavia;339000;for_sale;11.04.2021 18:04
OCTAVIA 2.0 TDI 110kW DSG L&K Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;125524;Škoda Octavia;349000;for_sale;11.04.2021 18:04
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2018;1 395 ccm;BENZÍN;128614;Škoda Octavia;349000;for_sale;11.04.2021 18:04
OCTAVIA 2.0 TDI 110 kW 4x4 Scout Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;92494;Škoda Octavia;369000;for_sale;11.04.2021 18:04
Octavia 1.6TDI Ambition, liftback, 1 598 ccm;2019;1 598 ccm;NAFTA;64704;Škoda Octavia;389000;for_sale;11.04.2021 18:04
OCTAVIA 2.0 TDI CR 4x4 DSG RS, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;169389;Škoda Octavia;399000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;84488;Škoda Superb;399000;for_sale;11.04.2021 18:04
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;75467;Škoda Octavia;399000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 140kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;172914;Škoda Superb;429000;for_sale;11.04.2021 18:04
SUPERB 2.0 TSI 162kW Ambition AP, liftback, 1 984 ccm;2017;1 984 ccm;BENZÍN;103970;Škoda Superb;429000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 140kW Style Combi AP, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;145931;Škoda Superb;439000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 140kW Ambition, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;81767;Škoda Superb;439000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 140kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;156874;Škoda Superb;439000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;108022;Škoda Superb;439000;for_sale;11.04.2021 18:04
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;57619;Škoda Octavia;449000;for_sale;11.04.2021 18:04
OCTAVIA 2.0 TDI 135 kW DSG Style 4x4, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;73528;Škoda Octavia;449000;for_sale;11.04.2021 18:04
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;60016;Škoda Octavia;469000;for_sale;11.04.2021 18:04
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;64255;Škoda Octavia;479000;for_sale;11.04.2021 18:04
KAROQ 1.6 TDI 85 kW Ambition, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;65906;Škoda Karoq;479000;for_sale;11.04.2021 18:04
Superb 140kW 4x4 DSG L&K, liftback, 1 968 ccm;2015;1 968 ccm;NAFTA;108858;Škoda Superb;479000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 140kW Style 4x4, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;108244;Škoda Superb;479000;for_sale;11.04.2021 18:04
KAROQ 1.6 TDI 85 kW Ambition, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;41692;Škoda Karoq;499000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 140kW L&K Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;138517;Škoda Superb;499000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;65286;Škoda Superb;499000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 140kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;94876;Škoda Superb;529000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 140kW Style 4x4 DSG, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;122196;Škoda Superb;529000;for_sale;11.04.2021 18:04
SANTA FE 2.2 CRDi Executive 4x4 Auto, SUV, 2 199 ccm;2017;2 199 ccm;NAFTA;129688;Hyundai Santa Fe;529000;for_sale;11.04.2021 18:04
OCTAVIA 2.0 TDI 4x4 DSG RS Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;29510;Škoda Octavia;549000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;37530;Škoda Superb;549000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 140kW Style Combi DSG, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;67246;Škoda Superb;549000;for_sale;11.04.2021 18:04
OCTAVIA RS 2.0 TDI 4x4 DSG Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;46432;Škoda Octavia;575000;for_sale;11.04.2021 18:04
KAROQ 1.5 TSI 110 kW Style DSG, SUV, 1 498 ccm;2018;1 498 ccm;BENZÍN;40234;Škoda Karoq;579000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 110kW L&K Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;60300;Škoda Superb;589000;for_sale;11.04.2021 18:04
KAROQ 1.5 TSI ACT Style DSG, SUV, 1 498 ccm;2017;1 498 ccm;BENZÍN;18425;Škoda Karoq;599000;for_sale;11.04.2021 18:04
KAROQ 1.5 TSI 110 kW ACT Style DSG, SUV, 1 498 ccm;2018;1 498 ccm;BENZÍN;21751;Škoda Karoq;599000;for_sale;11.04.2021 18:04
KODIAQ 2.0 TDI 140 kW Style 4x4 DSG, SUV, 1 968 ccm;2017;1 968 ccm;NAFTA;194483;Škoda Kodiaq;599000;for_sale;11.04.2021 18:04
KAROQ 1.5 TSI 110 kW ACT Style DSG, SUV, 1 498 ccm;2018;1 498 ccm;BENZÍN;34577;Škoda Karoq;599000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 110kW Style Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;36105;Škoda Superb;609000;for_sale;11.04.2021 18:04
SUPERB 2.0 TDI 110kW L&K Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;38033;Škoda Superb;629000;for_sale;11.04.2021 18:04
KODIAQ 2.0 TDI 110 kW Ambition 4x4, SUV, 1 968 ccm;2018;1 968 ccm;NAFTA;61823;Škoda Kodiaq;649000;for_sale;11.04.2021 18:04
Kodiaq 2.0TDI 4x4 DSG STYLE, SUV, 1 968 ccm;2018;1 968 ccm;NAFTA;73040;Škoda Kodiaq;719000;for_sale;11.04.2021 18:04
SUPERB 2.0 TSI 206kW L&K Combi 4x4 DSG, kombi, 1 984 ccm;2018;1 984 ccm;BENZÍN;50770;Škoda Superb;819000;for_sale;11.04.2021 18:04
ROOMSTER 1.2 TSI 63kW Active, MPV, 1 197 ccm;2013;1 197 ccm;BENZÍN;125430;Škoda Roomster;129000;for_sale;26.04.2021 6:55
